customer_id,total_spent,customer_segment,Churn_Probability,Revenue_At_Risk
C091682,7971.54,Returning,0.88,7014.96
C047638,7870.24,VIP,0.89,7004.51
C078298,7142.26,Returning,0.98,6999.41
C053301,10599.25,New,0.66,6995.5
C010304,7209.93,New,0.97,6993.63
C078530,11267.58,VIP,0.62,6985.9
C023515,7052.98,VIP,0.99,6982.45
C029901,7670.95,New,0.91,6980.56
C048524,7255.8,Loyal,0.96,6965.57
C047697,7098.22,Returning,0.98,6956.26
C058318,7092.64,Loyal,0.98,6950.79
C058671,6948.63,Returning,1.0,6948.63
C089166,10354.43,Loyal,0.67,6937.47
C038296,7151.88,Returning,0.97,6937.32
C036874,7222.47,VIP,0.96,6933.57
C006839,7207.99,New,0.96,6919.67
C094199,6989.41,Loyal,0.99,6919.52
C029808,6984.68,VIP,0.99,6914.83
C062697,6983.52,New,0.99,6913.68
C048254,7121.44,VIP,0.97,6907.8
C048300,8318.21,Returning,0.83,6904.11
C018030,6973.68,Loyal,0.99,6903.94
C075073,7116.27,Returning,0.97,6902.78
C077975,7186.44,Loyal,0.96,6898.98
C055568,7736.09,VIP,0.89,6885.12
C032893,7095.76,VIP,0.97,6882.89
C060700,7237.32,Loyal,0.95,6875.45
C073907,7002.73,VIP,0.98,6862.68
C012482,7143.09,VIP,0.96,6857.37
C075367,8784.42,Returning,0.78,6851.85
C068366,12681.37,New,0.54,6847.94
C095126,6983.03,VIP,0.98,6843.37
C024538,6908.01,New,0.99,6838.93
C028293,7048.77,New,0.97,6837.31
C060870,7430.19,VIP,0.92,6835.77
C087116,6974.99,Returning,0.98,6835.49
C021625,17504.2,VIP,0.39,6826.64
C021642,7641.42,New,0.89,6800.86
C008006,7295.47,Returning,0.93,6784.79
C018925,6853.18,New,0.99,6784.65
C013345,8920.74,New,0.76,6779.76
C034201,15733.76,Loyal,0.43,6765.52
C014669,6902.94,Loyal,0.98,6764.88
C019528,7043.29,Returning,0.96,6761.56
C023599,6897.38,VIP,0.98,6759.43
C029142,6826.5,New,0.99,6758.24
C000407,7037.15,Loyal,0.96,6755.66
C073352,6890.01,New,0.98,6752.21
C041289,7106.14,Loyal,0.95,6750.83
C044672,7579.69,Loyal,0.89,6745.92
C076028,7410.44,VIP,0.91,6743.5
C080297,6941.42,Loyal,0.97,6733.18
C094803,6989.81,New,0.96,6710.22
C033309,7799.73,Loyal,0.86,6707.77
C078857,9860.07,Returning,0.68,6704.85
C018645,6971.28,Returning,0.96,6692.43
C092981,23053.01,Loyal,0.29,6685.37
C024060,7764.46,Returning,0.86,6677.44
C013632,7577.2,Loyal,0.88,6667.94
C046553,6801.73,Returning,0.98,6665.7
C065710,6730.75,Loyal,0.99,6663.44
C035218,7013.86,Loyal,0.95,6663.17
C016394,9247.7,Returning,0.72,6658.34
C015311,7475.54,VIP,0.89,6653.23
C080487,6707.46,VIP,0.99,6640.39
C069631,6765.18,Loyal,0.98,6629.88
C047677,6978.79,New,0.95,6629.85
C089945,7965.88,VIP,0.83,6611.68
C001293,7682.54,Returning,0.86,6606.98
C040471,6738.74,Returning,0.98,6603.97
C035556,6732.94,Loyal,0.98,6598.28
C038753,7019.42,Returning,0.94,6598.25
C006317,19403.93,Loyal,0.34,6597.34
C031120,6867.31,Loyal,0.96,6592.62
C012166,7164.71,Loyal,0.92,6591.53
C041334,6865.3,Loyal,0.96,6590.69
C026212,6647.06,Loyal,0.99,6580.59
C001750,7303.46,Returning,0.9,6573.11
C038235,6918.72,New,0.95,6572.78
C003557,6637.89,Returning,0.99,6571.51
C012581,6979.79,Loyal,0.94,6561.0
C034232,6763.53,VIP,0.97,6560.62
C077108,6904.65,New,0.95,6559.42
C005062,7623.58,New,0.86,6556.28
C034089,6900.05,Returning,0.95,6555.05
C009297,6898.11,Returning,0.95,6553.2
C068959,7199.67,New,0.91,6551.7
C062012,7360.1,Returning,0.89,6550.49
C075463,6616.65,VIP,0.99,6550.48
C071580,9633.01,VIP,0.68,6550.45
C000956,6683.94,New,0.98,6550.26
C023866,6740.93,New,0.97,6538.7
C080613,6596.35,New,0.99,6530.39
C012223,8587.79,Returning,0.76,6526.72
C046781,6723.85,New,0.97,6522.13
C062429,6585.44,Returning,0.99,6519.59
C018733,6935.71,Loyal,0.94,6519.57
C088368,11852.79,Returning,0.55,6519.03
C054888,6640.14,Loyal,0.98,6507.34
C042454,6847.04,VIP,0.95,6504.69
C027364,7222.71,Returning,0.9,6500.44
C058211,6982.93,Loyal,0.93,6494.12
C073792,7210.45,Loyal,0.9,6489.4
C001335,7374.14,VIP,0.88,6489.24
C072366,6688.42,Loyal,0.97,6487.77
C037502,6548.81,New,0.99,6483.32
C055625,6747.49,VIP,0.96,6477.59
C073918,8990.91,VIP,0.72,6473.46
C051973,15037.67,Returning,0.43,6466.2
C072660,6794.17,VIP,0.95,6454.46
C036431,8375.66,Returning,0.77,6449.26
C049343,6580.07,Loyal,0.98,6448.47
C072306,6716.81,New,0.96,6448.14
C026405,6787.04,Loyal,0.95,6447.69
C027671,6786.8,VIP,0.95,6447.46
C081693,6710.37,Loyal,0.96,6441.96
C059155,7835.79,VIP,0.82,6425.35
C022126,7738.33,VIP,0.83,6422.81
C021363,6420.22,Loyal,1.0,6420.22
C018996,7127.62,Loyal,0.9,6414.86
C073878,6526.88,VIP,0.98,6396.34
C028304,7430.83,Returning,0.86,6390.51
C063728,6514.72,New,0.98,6384.43
C014431,6857.86,VIP,0.93,6377.81
C014557,7680.56,VIP,0.83,6374.86
C082652,8054.12,VIP,0.79,6362.75
C098258,6914.93,New,0.92,6361.74
C022683,6626.21,Loyal,0.96,6361.16
C072121,6836.1,Returning,0.93,6357.57
C007317,9348.66,VIP,0.68,6357.09
C019290,6547.97,Loyal,0.97,6351.53
C035796,8131.97,New,0.78,6342.94
C073784,7204.31,VIP,0.88,6339.79
C033964,7121.47,VIP,0.89,6338.11
C069791,6670.18,Returning,0.95,6336.67
C025027,7036.49,Returning,0.9,6332.84
C033606,14062.8,New,0.45,6328.26
C046051,6324.78,Returning,1.0,6324.78
C071375,6512.29,Returning,0.97,6316.92
C074722,6371.54,Loyal,0.99,6307.82
C032274,6306.45,Loyal,1.0,6306.45
C039255,6776.37,Loyal,0.93,6302.02
C008689,6921.43,VIP,0.91,6298.5
C000399,7223.41,Returning,0.87,6284.37
C069128,7141.14,Returning,0.88,6284.2
C076723,6465.39,VIP,0.97,6271.43
C067042,6394.71,Loyal,0.98,6266.82
C098933,6882.46,Loyal,0.91,6263.04
C047695,7103.0,New,0.88,6250.64
C013374,6866.7,Returning,0.91,6248.7
C061771,6244.06,VIP,1.0,6244.06
C061404,6694.53,VIP,0.93,6225.91
C081580,6416.82,Loyal,0.97,6224.32
C099089,7069.17,Loyal,0.88,6220.87
C068199,6986.16,VIP,0.89,6217.68
C017064,6279.39,VIP,0.99,6216.6
C098139,7057.08,New,0.88,6210.23
C097326,6748.43,Returning,0.92,6208.56
C085410,6262.73,Returning,0.99,6200.1
C065280,11469.38,VIP,0.54,6193.47
C076355,6255.24,Loyal,0.99,6192.69
C067906,6875.44,VIP,0.9,6187.9
C066365,6372.57,New,0.97,6181.39
C065871,6238.24,Returning,0.99,6175.86
C033649,7260.91,Returning,0.85,6171.77
C029648,19278.91,VIP,0.32,6169.25
C070060,12842.62,Returning,0.48,6164.46
C021863,6353.34,Returning,0.97,6162.74
C013954,6406.52,Returning,0.96,6150.26
C043093,6269.32,Returning,0.98,6143.93
C076452,7221.97,Returning,0.85,6138.67
C010766,6261.36,New,0.98,6136.13
C064721,11145.39,Returning,0.55,6129.96
C083943,6191.24,New,0.99,6129.33
C057579,6661.86,VIP,0.92,6128.91
C037787,6516.23,New,0.94,6125.26
C087079,9875.73,New,0.62,6122.95
C067600,6650.77,Returning,0.92,6118.71
C006892,6242.79,New,0.98,6117.93
C032675,6240.04,VIP,0.98,6115.24
C044005,6791.39,Returning,0.9,6112.25
C006232,6429.49,Returning,0.95,6108.02
C044750,6710.21,Returning,0.91,6106.29
C099391,6423.93,New,0.95,6102.73
C097909,6226.89,New,0.98,6102.35
C034638,6488.87,Loyal,0.94,6099.54
C060457,6418.91,Returning,0.95,6097.96
C022007,6997.77,Loyal,0.87,6088.06
C080580,6406.32,Loyal,0.95,6086.0
C078303,6084.57,Loyal,1.0,6084.57
C078147,6336.6,VIP,0.96,6083.14
C079394,7504.43,VIP,0.81,6078.59
C044033,25321.37,Returning,0.24,6077.13
C043670,6263.81,Returning,0.97,6075.9
C009277,10469.87,Loyal,0.58,6072.52
C091723,7140.8,Returning,0.85,6069.68
C049759,6314.88,New,0.96,6062.28
C019865,6061.47,Loyal,1.0,6061.47
C084289,10251.9,Loyal,0.59,6048.62
C007330,6107.37,Returning,0.99,6046.3
C092910,13730.92,VIP,0.44,6041.6
C059411,6292.61,New,0.96,6040.91
C055057,6095.96,VIP,0.99,6035.0
C063946,6158.02,New,0.98,6034.86
C040337,12833.85,Returning,0.47,6031.91
C009695,20788.65,New,0.29,6028.71
C014002,6476.9,Returning,0.93,6023.52
C015889,6020.54,New,1.0,6020.54
C031686,7081.22,New,0.85,6019.04
C085626,11327.05,VIP,0.53,6003.34
C008720,7683.16,Loyal,0.78,5992.86
C024019,6373.27,Returning,0.94,5990.87
C096330,15763.06,VIP,0.38,5989.96
C064276,6367.62,Loyal,0.94,5985.56
C026822,6097.11,Loyal,0.98,5975.17
C083353,7197.75,Loyal,0.83,5974.13
C006085,6288.26,Returning,0.95,5973.85
C018805,6029.49,Loyal,0.99,5969.2
C069731,6148.93,Loyal,0.97,5964.46
C098584,6083.46,Returning,0.98,5961.79
C088403,6077.79,VIP,0.98,5956.23
C019816,6016.38,New,0.99,5956.22
C019556,6321.04,New,0.94,5941.78
C083121,7057.33,New,0.84,5928.16
C046049,6047.67,Returning,0.98,5926.72
C040268,6507.08,VIP,0.91,5921.44
C019210,6366.11,New,0.93,5920.48
C021202,6227.86,New,0.95,5916.47
C048547,6027.56,Returning,0.98,5907.01
C003260,5962.84,Returning,0.99,5903.21
C079198,6147.86,Returning,0.96,5901.95
C041277,7278.89,VIP,0.81,5895.9
C054540,6478.66,Loyal,0.91,5895.58
C000573,7008.33,VIP,0.84,5887.0
C006949,6191.88,VIP,0.95,5882.29
C013675,6535.38,VIP,0.9,5881.84
C019435,5940.87,Returning,0.99,5881.46
C088150,6532.87,New,0.9,5879.58
C088543,5999.09,VIP,0.98,5879.11
C075468,6173.66,Loyal,0.95,5864.98
C086626,8144.99,Returning,0.72,5864.39
C043445,6106.0,VIP,0.96,5861.76
C015863,11955.93,VIP,0.49,5858.41
C082852,6222.19,New,0.94,5848.86
C010697,5907.0,VIP,0.99,5847.93
C009723,6026.78,New,0.97,5845.98
C013439,6022.98,Returning,0.97,5842.29
C026423,6022.5,VIP,0.97,5841.82
C003077,6021.01,Loyal,0.97,5840.38
C076366,6869.41,New,0.85,5839.0
C002821,8713.35,VIP,0.67,5837.94
C035068,6007.03,New,0.97,5826.82
C036198,6006.09,Loyal,0.97,5825.91
C049772,6469.62,Returning,0.9,5822.66
C021362,6540.35,VIP,0.89,5820.91
C056321,8436.07,New,0.69,5820.89
C008791,15310.2,New,0.38,5817.88
C070983,6454.67,New,0.9,5809.2
C018140,6674.25,Returning,0.87,5806.6
C090037,6597.86,Returning,0.88,5806.12
C024053,6165.25,Loyal,0.94,5795.34
C007992,6974.52,VIP,0.83,5788.85
C074187,5896.62,New,0.98,5778.69
C097711,6075.01,Returning,0.95,5771.26
C094206,5949.03,Returning,0.97,5770.56
C038480,8239.71,Loyal,0.7,5767.8
C018334,6001.36,Returning,0.96,5761.31
C082514,5817.46,Returning,0.99,5759.29
C019595,5752.94,VIP,1.0,5752.94
C067249,5989.82,Returning,0.96,5750.23
C050403,7369.72,Loyal,0.78,5748.38
C010514,5860.74,New,0.98,5743.53
C010162,5741.28,Loyal,1.0,5741.28
C082609,7553.68,New,0.76,5740.8
C055370,6103.09,VIP,0.94,5736.9
C018061,5908.12,New,0.97,5730.88
C023191,11692.98,New,0.49,5729.56
C043406,14309.59,Loyal,0.4,5723.84
C047733,6075.96,Returning,0.94,5711.4
C018912,5884.18,Loyal,0.97,5707.65
C050039,5819.87,Returning,0.98,5703.47
C098793,7204.42,New,0.79,5691.49
C009518,5805.28,Loyal,0.98,5689.17
C078941,6391.95,VIP,0.89,5688.84
C023343,5986.5,Loyal,0.95,5687.18
C023662,5801.75,New,0.98,5685.72
C029160,6311.15,VIP,0.9,5680.04
C024836,6038.3,VIP,0.94,5676.0
C046793,8865.89,Loyal,0.64,5674.17
C052721,5848.89,VIP,0.97,5673.42
C019490,5724.69,Returning,0.99,5667.44
C004200,5775.14,Returning,0.98,5659.64
C017954,5834.1,VIP,0.97,5659.08
C004098,10880.91,Loyal,0.52,5658.07
C010908,16164.64,Loyal,0.35,5657.62
C028740,5769.38,New,0.98,5653.99
C051625,6142.72,Returning,0.92,5651.3
C069162,5706.97,Returning,0.99,5649.9
C058778,6565.92,VIP,0.86,5646.69
C087467,15247.53,Returning,0.37,5641.59
C097432,6794.47,New,0.83,5639.41
C006432,6324.19,New,0.89,5628.53
C091505,7708.93,Loyal,0.73,5627.52
C007521,6542.12,New,0.86,5626.22
C005929,6046.74,Loyal,0.93,5623.47
C097796,7495.39,New,0.75,5621.54
C063781,6384.37,Loyal,0.88,5618.25
C038411,5727.13,VIP,0.98,5612.59
C084038,5970.53,Loyal,0.94,5612.3
C048152,5823.17,Loyal,0.96,5590.24
C054594,6141.76,Returning,0.91,5589.0
C095553,5815.8,Loyal,0.96,5583.17
C008614,6131.21,Returning,0.91,5579.4
C024629,5933.9,Loyal,0.94,5577.87
C044992,5929.71,New,0.94,5573.93
C085075,5864.63,New,0.95,5571.4
C021867,6788.39,Loyal,0.82,5566.48
C098042,11834.33,New,0.47,5562.14
C042028,5716.67,Loyal,0.97,5545.17
C038744,6514.29,Returning,0.85,5537.15
C069709,6287.88,New,0.88,5533.33
C049809,6077.06,Returning,0.91,5530.12
C008070,7780.77,New,0.71,5524.35
C095340,5636.59,New,0.98,5523.86
C057401,15776.55,VIP,0.35,5521.79
C007065,5570.18,VIP,0.99,5514.48
C072972,5802.85,VIP,0.95,5512.71
C027919,5738.86,Loyal,0.96,5509.31
C036553,6881.41,New,0.8,5505.13
C083889,6712.72,New,0.82,5504.43
C014903,6322.91,New,0.87,5500.93
C068317,6178.72,New,0.89,5499.06
C003617,6317.44,New,0.87,5496.17
C020136,5843.43,Loyal,0.94,5492.82
C073701,5905.19,New,0.93,5491.83
C000268,5540.82,Loyal,0.99,5485.41
C091434,5709.21,Returning,0.96,5480.84
C094962,5580.67,VIP,0.98,5469.06
C042371,5817.56,New,0.94,5468.51
C021432,8406.94,Returning,0.65,5464.51
C056276,5567.76,VIP,0.98,5456.4
C031554,5994.36,New,0.91,5454.87
C018439,7171.71,Returning,0.76,5450.5
C014713,8782.56,Returning,0.62,5445.19
C033390,6719.07,Returning,0.81,5442.45
C076996,5592.7,Loyal,0.97,5424.92
C046991,9860.0,New,0.55,5423.0
C052302,5586.73,VIP,0.97,5419.13
C025440,5637.77,VIP,0.96,5412.26
C078336,5516.0,Returning,0.98,5405.68
C063486,19936.59,VIP,0.27,5382.88
C040146,7799.73,VIP,0.69,5381.81
C038150,5489.65,New,0.98,5379.86
C025240,6469.96,VIP,0.83,5370.07
C099441,5710.39,VIP,0.94,5367.77
C052046,5365.72,VIP,1.0,5365.72
C068571,6026.45,New,0.89,5363.54
C053855,5893.7,Loyal,0.91,5363.27
C098085,5824.33,New,0.92,5358.38
C099489,5523.52,New,0.97,5357.81
C088029,14878.61,VIP,0.36,5356.3
C017580,5404.87,Loyal,0.99,5350.82
C023727,6437.37,VIP,0.83,5343.02
C095787,5447.78,New,0.98,5338.82
C083623,7517.51,Returning,0.71,5337.43
C071081,5390.81,Returning,0.99,5336.9
C037671,5862.18,Loyal,0.91,5334.58
C025000,9872.06,Returning,0.54,5330.91
C043696,5670.62,VIP,0.94,5330.38
C030040,5852.0,Returning,0.91,5325.32
C095051,5536.3,Returning,0.96,5314.85
C026169,13625.52,Returning,0.39,5313.95
C029572,6315.01,VIP,0.84,5304.61
C070437,5876.36,Loyal,0.9,5288.72
C017330,5499.26,New,0.96,5279.29
C001551,6767.36,New,0.78,5278.54
C087759,6353.83,Returning,0.83,5273.68
C050115,5729.34,Returning,0.92,5270.99
C052469,6500.5,Loyal,0.81,5265.41
C077046,6342.89,New,0.83,5264.6
C084068,5316.32,Returning,0.99,5263.16
C000374,7016.9,Returning,0.75,5262.67
C008450,20207.63,New,0.26,5253.98
C033641,6252.71,Loyal,0.84,5252.28
C048333,5359.08,Returning,0.98,5251.9
C003307,5405.01,Returning,0.97,5242.86
C096674,5572.33,Returning,0.94,5237.99
C008142,5946.97,Loyal,0.88,5233.33
C063604,8865.51,Loyal,0.59,5230.65
C053242,5390.66,Returning,0.97,5228.94
C000526,5335.53,Returning,0.98,5228.82
C042497,5441.28,New,0.96,5223.63
C018907,5866.46,Loyal,0.89,5221.15
C082554,5324.94,Loyal,0.98,5218.44
C029643,5730.11,Returning,0.91,5214.4
C067630,5726.27,Loyal,0.91,5210.91
C010106,5315.82,VIP,0.98,5209.5
C065350,7124.87,Loyal,0.73,5201.16
C099202,7995.27,New,0.65,5196.93
C033151,5468.44,Returning,0.95,5195.02
C021005,11806.82,Loyal,0.44,5195.0
C059675,6410.41,Returning,0.81,5192.43
C006852,10593.05,Returning,0.49,5190.59
C057865,5461.98,Returning,0.95,5188.88
C088114,5241.21,Loyal,0.99,5188.8
C072527,5457.97,Returning,0.95,5185.07
C045684,5237.08,Returning,0.99,5184.71
C082067,7197.91,Loyal,0.72,5182.5
C059465,5879.67,Returning,0.88,5174.11
C038998,5332.25,Loyal,0.97,5172.28
C035528,5218.87,Loyal,0.99,5166.68
C006758,5271.32,Loyal,0.98,5165.89
C059135,5554.24,New,0.93,5165.44
C050519,6703.19,Loyal,0.77,5161.46
C079495,5266.61,Loyal,0.98,5161.28
C070492,5427.94,VIP,0.95,5156.54
C042967,5208.3,Returning,0.99,5156.22
C026462,12268.3,Returning,0.42,5152.69
C053429,5201.83,New,0.99,5149.81
C092674,5984.82,VIP,0.86,5146.95
C048683,8039.32,New,0.64,5145.16
C054180,5404.67,Loyal,0.95,5134.44
C097643,5179.44,Loyal,0.99,5127.65
C078059,19717.25,Returning,0.26,5126.49
C007777,6013.4,Loyal,0.85,5111.39
C048550,6547.21,VIP,0.78,5106.82
C055991,5210.57,Loyal,0.98,5106.36
C036298,7977.3,New,0.64,5105.47
C087175,5261.04,VIP,0.97,5103.21
C053394,7850.53,Returning,0.65,5102.84
C042907,5201.33,Returning,0.98,5097.3
C083677,6450.33,Loyal,0.79,5095.76
C054973,5535.31,Returning,0.92,5092.49
C094000,5141.96,Returning,0.99,5090.54
C051069,5141.43,Returning,0.99,5090.02
C095202,7926.66,Loyal,0.64,5073.06
C022653,5121.66,VIP,0.99,5070.44
C030671,5449.47,New,0.93,5068.01
C028317,6254.06,Returning,0.81,5065.79
C003956,5446.74,Returning,0.93,5065.47
C003314,5165.33,VIP,0.98,5062.02
C080170,5217.63,Returning,0.97,5061.1
C037912,5493.82,Returning,0.92,5054.31
C093781,5258.99,Returning,0.96,5048.63
C053542,5428.35,Loyal,0.93,5048.37
C073760,5301.33,Loyal,0.95,5036.26
C004789,13972.36,New,0.36,5030.05
C007809,5293.11,Loyal,0.95,5028.45
C029339,7393.0,Loyal,0.68,5027.24
C065936,7854.03,Returning,0.64,5026.58
C060719,5024.74,Loyal,1.0,5024.74
C092452,5127.18,New,0.98,5024.64
C042455,5126.6,Returning,0.98,5024.07
C003230,5285.25,New,0.95,5020.99
C049189,6959.86,Returning,0.72,5011.1
C067480,5561.9,VIP,0.9,5005.71
C009376,5100.3,Loyal,0.98,4998.29
C063041,5045.11,VIP,0.99,4994.66
C027001,6087.65,Loyal,0.82,4991.87
C081163,5087.87,Returning,0.98,4986.11
C063802,5244.4,VIP,0.95,4982.18
C068665,5128.3,VIP,0.97,4974.45
C043663,5020.41,Returning,0.99,4970.21
C055845,5069.0,VIP,0.98,4967.62
C041080,5983.9,Returning,0.83,4966.64
C017093,6708.62,Returning,0.74,4964.38
C047956,5759.18,Returning,0.86,4952.89
C083595,10096.96,VIP,0.49,4947.51
C024935,10080.48,Loyal,0.49,4939.44
C064424,5742.61,VIP,0.86,4938.64
C044168,4936.03,New,1.0,4936.03
C023102,4921.48,Loyal,1.0,4921.48
C011944,5067.95,New,0.97,4915.91
C038644,9098.59,New,0.54,4913.24
C003293,5170.65,Loyal,0.95,4912.12
C031149,5113.65,Returning,0.96,4909.1
C053648,4958.56,New,0.99,4908.97
C091945,15817.71,Returning,0.31,4903.49
C028287,16903.3,New,0.29,4901.96
C085062,5321.01,VIP,0.92,4895.33
C002687,5094.29,Loyal,0.96,4890.52
C014229,5686.08,New,0.86,4890.03
C063618,4985.37,Returning,0.98,4885.66
C032258,6183.88,Returning,0.79,4885.27
C057920,5807.96,New,0.84,4878.69
C056184,5074.03,New,0.96,4871.07
C005511,4967.79,Returning,0.98,4868.43
C041738,4965.98,Returning,0.98,4866.66
C071823,5724.47,Returning,0.85,4865.8
C087485,4948.13,Returning,0.98,4849.17
C060292,6461.37,Returning,0.75,4846.03
C037179,5562.69,New,0.87,4839.54
C094015,4885.81,Returning,0.99,4836.95
C042725,6805.25,VIP,0.71,4831.73
C084848,6104.56,Loyal,0.79,4822.6
C072805,8763.37,Returning,0.55,4819.85
C022642,5176.65,New,0.93,4814.28
C003222,5007.92,Returning,0.96,4807.6
C087623,5270.94,VIP,0.91,4796.56
C015819,4995.55,Returning,0.96,4795.73
C096315,4891.7,Loyal,0.98,4793.87
C050996,4793.26,Loyal,1.0,4793.26
C010263,5039.71,Returning,0.95,4787.72
C087492,4876.4,New,0.98,4778.87
C071524,5194.38,New,0.92,4778.83
C043717,6126.04,Returning,0.78,4778.31
C090080,5429.86,VIP,0.88,4778.28
C072080,4874.38,Returning,0.98,4776.89
C012963,5189.98,Loyal,0.92,4774.78
C090050,6817.88,Loyal,0.7,4772.52
C039718,4764.95,VIP,1.0,4764.95
C095770,5063.42,New,0.94,4759.61
C086345,8064.21,New,0.59,4757.88
C062312,5531.17,New,0.86,4756.81
C061128,4851.53,New,0.98,4754.5
C025965,4952.16,Loyal,0.96,4754.07
C069374,4895.04,Returning,0.97,4748.19
C069645,6323.85,VIP,0.75,4742.89
C036187,8615.86,Returning,0.55,4738.72
C034141,7764.87,VIP,0.61,4736.57
C021354,4929.89,Loyal,0.96,4732.69
C005938,4878.04,Loyal,0.97,4731.7
C060421,21502.64,Returning,0.22,4730.58
C057983,18920.09,Returning,0.25,4730.02
C006484,4777.36,Loyal,0.99,4729.59
C097908,5031.45,VIP,0.94,4729.56
C045466,6054.29,New,0.78,4722.35
C078166,4960.45,Returning,0.95,4712.43
C063163,4959.1,New,0.95,4711.15
C037729,4904.99,New,0.96,4708.79
C010339,5009.01,VIP,0.94,4708.47
C090463,4904.53,Returning,0.96,4708.35
C078781,4901.65,VIP,0.96,4705.58
C022104,6271.9,Returning,0.75,4703.92
C049036,4898.04,Returning,0.96,4702.12
C042333,6026.4,Loyal,0.78,4700.59
C036224,4895.59,New,0.96,4699.77
C002754,6095.69,VIP,0.77,4693.68
C064788,18769.01,VIP,0.25,4692.25
C057926,4784.15,Returning,0.98,4688.47
C074522,7942.4,VIP,0.59,4686.02
C052210,4722.7,Returning,0.99,4675.47
C079074,6767.87,VIP,0.69,4669.83
C015791,4814.04,New,0.97,4669.62
C014553,4813.19,VIP,0.97,4668.79
C063121,4715.87,New,0.99,4668.71
C038698,5683.01,Loyal,0.82,4660.07
C013982,4800.89,VIP,0.97,4656.86
C079926,5748.81,Returning,0.81,4656.54
C098655,4748.06,New,0.98,4653.1
C048336,4699.34,VIP,0.99,4652.35
C063711,4691.34,Loyal,0.99,4644.43
C008225,4643.08,New,1.0,4643.08
C015895,4736.37,Loyal,0.98,4641.64
C097053,4782.34,Loyal,0.97,4638.87
C098024,21069.65,New,0.22,4635.32
C068530,8130.66,VIP,0.57,4634.48
C073539,4681.09,VIP,0.99,4634.28
C065084,4982.99,New,0.93,4634.18
C069233,4727.28,New,0.98,4632.73
C081562,4822.36,Loyal,0.96,4629.47
C065823,4815.69,New,0.96,4623.06
C076823,4716.74,Returning,0.98,4622.41
C028651,4909.65,Loyal,0.94,4615.07
C042655,4960.29,VIP,0.93,4613.07
C004525,4907.29,VIP,0.94,4612.85
C026696,5694.29,VIP,0.81,4612.37
C087302,5010.12,Returning,0.92,4609.31
C001026,4702.18,VIP,0.98,4608.14
C075241,10962.74,Loyal,0.42,4604.35
C039153,4601.02,VIP,1.0,4601.02
C013723,5287.32,VIP,0.87,4599.97
C021857,4889.37,Loyal,0.94,4596.01
C061894,9377.88,Loyal,0.49,4595.16
C001582,4734.75,Loyal,0.97,4592.71
C047522,6463.22,Loyal,0.71,4588.89
C040975,6117.48,Loyal,0.75,4588.11
C011754,4825.05,Returning,0.95,4583.8
C058913,4927.68,VIP,0.93,4582.74
C005785,6180.01,VIP,0.74,4573.21
C016736,4614.45,Returning,0.99,4568.31
C074967,6091.07,New,0.75,4568.3
C003000,4706.32,VIP,0.97,4565.13
C052491,12338.06,Loyal,0.37,4565.08
C066703,5369.67,Loyal,0.85,4564.22
C003310,4607.5,Returning,0.99,4561.42
C049463,4601.94,New,0.99,4555.92
C080018,14692.54,VIP,0.31,4554.69
C070651,4947.25,Loyal,0.92,4551.47
C052566,4644.32,VIP,0.98,4551.43
C066813,4840.92,Returning,0.94,4550.46
C082774,4547.51,New,1.0,4547.51
C077112,12281.4,VIP,0.37,4544.12
C074118,4782.65,VIP,0.95,4543.52
C038807,5539.36,VIP,0.82,4542.28
C025149,4632.8,Returning,0.98,4540.14
C065924,4627.68,New,0.98,4535.13
C037115,4714.96,VIP,0.96,4526.36
C055218,4808.9,VIP,0.94,4520.37
C012812,4610.04,VIP,0.98,4517.84
C060402,4555.66,New,0.99,4510.1
C044166,5498.19,New,0.82,4508.52
C069954,5297.02,VIP,0.85,4502.47
C010099,5052.58,Returning,0.89,4496.8
C021930,5052.44,Returning,0.89,4496.67
C097379,4494.87,Loyal,1.0,4494.87
C068176,4494.87,New,1.0,4494.87
C043545,4633.03,VIP,0.97,4494.04
C017709,4538.63,VIP,0.99,4493.24
C020083,4632.05,New,0.97,4493.09
C058639,4538.24,VIP,0.99,4492.86
C040156,5755.82,New,0.78,4489.54
C062590,4487.36,VIP,1.0,4487.36
C085818,4485.74,Loyal,1.0,4485.74
C008028,4481.63,Loyal,1.0,4481.63
C097494,4767.18,Returning,0.94,4481.15
C012751,4976.16,Loyal,0.9,4478.54
C032685,4664.49,Returning,0.96,4477.91
C058190,4810.83,New,0.93,4474.07
C041696,6578.7,New,0.68,4473.52
C002172,4518.62,New,0.99,4473.43
C057253,4515.55,Loyal,0.99,4470.39
C052355,4514.27,Returning,0.99,4469.13
C091524,4601.21,VIP,0.97,4463.17
C015366,4546.52,Returning,0.98,4455.59
C075110,4887.61,Loyal,0.91,4447.73
C021599,4445.53,New,1.0,4445.53
